product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P3302,2030-04-21,S20,457,55,12,87,No,Low,No
P3303,2030-04-22,S18,405,108,10,96,No,Medium,No
P3304,2030-04-23,S15,338,75,2,84,Yes,Medium,Yes
P3305,2030-04-24,S19,320,100,6,95,No,Low,Yes
P3306,2030-04-25,S12,63,52,14,76,No,Low,No
P3307,2030-04-26,S13,326,23,1,83,No,High,No
P3308,2030-04-27,S11,259,10,11,80,No,Medium,No
P3309,2030-04-28,S5,192,88,13,61,No,Medium,No
P3310,2030-04-29,S1,142,31,1,90,Yes,Medium,No
P3311,2030-04-30,S3,103,57,5,92,No,Medium,No
P3312,2030-05-01,S19,459,111,10,89,Yes,Low,No
P3313,2030-05-02,S7,405,105,13,71,No,Low,No
P3314,2030-05-03,S12,213,52,11,71,No,High,Yes
P3315,2030-05-04,S15,241,11,9,83,No,Medium,Yes
P3316,2030-05-05,S5,430,63,14,83,No,Medium,No
P3317,2030-05-06,S15,208,73,8,70,Yes,Low,No
P3318,2030-05-07,S8,92,15,3,72,No,High,No
P3319,2030-05-08,S10,429,19,3,86,Yes,Low,Yes
P3320,2030-05-09,S16,141,68,1,67,Yes,Medium,No
P3321,2030-05-10,S8,433,7,14,69,Yes,Medium,No
P3322,2030-05-11,S1,403,73,3,67,No,High,No
P3323,2030-05-12,S12,433,27,14,79,No,Low,No
P3324,2030-05-13,S5,111,57,12,67,No,Medium,No
P3325,2030-05-14,S3,416,41,12,68,No,Medium,No
P3326,2030-05-15,S1,374,13,12,66,No,High,No
P3327,2030-05-16,S4,58,19,13,73,No,Medium,No
P3328,2030-05-17,S8,42,7,11,87,No,Medium,No
P3329,2030-05-18,S3,206,97,1,61,No,Low,No
P3330,2030-05-19,S10,267,74,8,67,Yes,High,No
P3331,2030-05-20,S2,295,21,1,72,Yes,High,Yes
P3332,2030-05-21,S11,117,30,5,80,No,High,No
P3333,2030-05-22,S10,19,25,9,87,No,Low,No
P3334,2030-05-23,S14,221,76,7,94,No,High,No
P3335,2030-05-24,S7,165,25,4,82,No,Medium,Yes
P3336,2030-05-25,S2,130,15,11,74,Yes,High,No
P3337,2030-05-26,S9,155,42,9,61,No,Medium,Yes
P3338,2030-05-27,S16,183,76,9,71,No,High,No
P3339,2030-05-28,S13,89,110,2,95,Yes,High,No
P3340,2030-05-29,S9,93,92,10,62,No,Low,No
P3341,2030-05-30,S20,12,39,10,64,Yes,High,No
P3342,2030-05-31,S4,460,18,11,62,No,High,No
P3343,2030-06-01,S10,321,18,12,78,Yes,Low,No
P3344,2030-06-02,S12,292,14,6,61,No,Medium,No
P3345,2030-06-03,S17,432,16,4,96,No,High,Yes
P3346,2030-06-04,S14,229,42,8,76,Yes,High,No
P3347,2030-06-05,S14,321,112,12,73,No,Medium,No
P3348,2030-06-06,S2,291,114,11,87,No,Low,No
P3349,2030-06-07,S20,437,38,7,86,No,High,No
P3350,2030-06-08,S11,25,45,7,69,No,Low,No
P3351,2030-06-09,S16,74,14,11,62,Yes,Medium,Yes
P3352,2030-06-10,S19,455,21,10,95,No,Medium,No
P3353,2030-06-11,S6,363,21,9,97,No,Low,No
P3354,2030-06-12,S19,423,71,13,84,Yes,Medium,No
P3355,2030-06-13,S5,298,66,5,81,No,Medium,Yes
P3356,2030-06-14,S4,149,99,6,98,No,High,No
P3357,2030-06-15,S15,147,119,1,89,No,Low,Yes
P3358,2030-06-16,S4,7,5,6,80,No,High,No
P3359,2030-06-17,S20,28,16,2,89,Yes,Low,No
P3360,2030-06-18,S10,295,107,6,87,No,High,No
P3361,2030-06-19,S3,473,8,9,90,Yes,Medium,No
P3362,2030-06-20,S5,413,46,8,85,Yes,Low,Yes
P3363,2030-06-21,S6,208,17,9,81,No,Low,Yes
P3364,2030-06-22,S8,127,102,13,80,No,Low,No
P3365,2030-06-23,S7,339,110,10,60,No,Low,No
P3366,2030-06-24,S10,115,89,8,96,Yes,Medium,No
P3367,2030-06-25,S6,438,90,3,72,No,Medium,No
P3368,2030-06-26,S14,143,8,8,80,No,Medium,Yes
P3369,2030-06-27,S4,429,86,6,68,No,High,No
P3370,2030-06-28,S13,317,73,13,76,No,Medium,No
P3371,2030-06-29,S20,234,23,6,80,No,High,Yes
P3372,2030-06-30,S17,6,6,6,90,No,High,No
P3373,2030-07-01,S7,463,16,3,98,Yes,Medium,No
P3374,2030-07-02,S4,44,85,10,81,Yes,Medium,No
P3375,2030-07-03,S14,442,78,1,71,No,Medium,No
P3376,2030-07-04,S3,238,102,12,65,No,High,No
P3377,2030-07-05,S5,439,10,14,75,Yes,Low,Yes
P3378,2030-07-06,S16,431,12,4,85,No,Medium,Yes
P3379,2030-07-07,S20,154,55,10,64,No,High,No
P3380,2030-07-08,S4,180,15,12,68,No,High,No
P3381,2030-07-09,S2,214,67,6,99,Yes,Medium,Yes
P3382,2030-07-10,S18,87,61,11,73,No,High,No
P3383,2030-07-11,S19,255,16,12,89,No,Medium,No
P3384,2030-07-12,S19,72,77,10,85,No,High,Yes
P3385,2030-07-13,S17,418,6,2,88,Yes,Low,Yes
P3386,2030-07-14,S14,178,12,7,78,No,High,No
P3387,2030-07-15,S19,211,15,7,67,No,Medium,No
P3388,2030-07-16,S13,292,57,11,82,No,Low,Yes
P3389,2030-07-17,S12,233,104,4,94,No,Medium,No
P3390,2030-07-18,S6,464,14,4,90,Yes,High,Yes
P3391,2030-07-19,S4,238,89,1,94,No,Low,No
P3392,2030-07-20,S19,222,88,13,91,No,Low,No
P3393,2030-07-21,S16,118,116,2,64,No,High,No
P3394,2030-07-22,S13,312,12,9,75,Yes,Low,No
P3395,2030-07-23,S4,263,40,10,76,No,Low,No
P3396,2030-07-24,S17,206,97,8,91,No,Low,Yes
P3397,2030-07-25,S1,94,110,8,97,No,Medium,Yes
P3398,2030-07-26,S18,372,80,9,91,No,Medium,No
P3399,2030-07-27,S20,221,18,7,79,No,Low,No
P3400,2030-07-28,S17,365,116,13,61,No,High,Yes
P3401,2030-07-29,S15,275,58,9,79,No,High,No
P3402,2030-07-30,S11,379,118,10,77,No,Medium,No
P3403,2030-07-31,S13,230,89,12,60,No,High,No
P3404,2030-08-01,S1,308,90,2,88,No,Low,No
P3405,2030-08-02,S17,118,25,6,88,Yes,High,No
P3406,2030-08-03,S6,267,112,3,78,Yes,Medium,Yes
P3407,2030-08-04,S4,432,54,11,99,No,Medium,No
P3408,2030-08-05,S20,272,98,6,65,No,Low,No
P3409,2030-08-06,S16,63,43,3,98,Yes,Medium,No
P3410,2030-08-07,S15,297,24,8,67,Yes,Medium,No
P3411,2030-08-08,S15,349,92,11,83,Yes,Medium,No
P3412,2030-08-09,S6,412,91,13,79,No,High,Yes
P3413,2030-08-10,S15,402,11,4,73,No,Medium,Yes
P3414,2030-08-11,S14,493,13,12,64,Yes,High,No
P3415,2030-08-12,S11,10,5,10,99,No,Medium,Yes
P3416,2030-08-13,S7,97,30,6,93,No,Medium,No
P3417,2030-08-14,S9,433,42,9,75,No,High,No
P3418,2030-08-15,S16,70,42,2,66,No,High,No
P3419,2030-08-16,S5,363,65,2,75,Yes,Low,No
P3420,2030-08-17,S20,57,48,7,66,No,Low,Yes
P3421,2030-08-18,S10,289,90,2,86,Yes,High,No
P3422,2030-08-19,S18,250,48,2,73,Yes,Medium,No
P3423,2030-08-20,S3,275,78,4,73,No,Low,No
P3424,2030-08-21,S13,49,66,9,92,Yes,High,Yes
P3425,2030-08-22,S11,357,10,8,92,No,High,No
P3426,2030-08-23,S17,215,21,2,79,Yes,Medium,No
P3427,2030-08-24,S13,393,55,8,95,Yes,High,No
P3428,2030-08-25,S6,415,118,4,66,No,Low,No
P3429,2030-08-26,S17,51,42,2,91,No,Medium,No
P3430,2030-08-27,S13,270,28,11,62,No,High,No
P3431,2030-08-28,S19,484,55,10,98,No,High,Yes
P3432,2030-08-29,S19,83,14,7,88,No,Medium,No
P3433,2030-08-30,S10,386,76,6,83,No,Medium,No
P3434,2030-08-31,S3,292,25,14,81,No,Medium,No
P3435,2030-09-01,S14,125,74,10,65,Yes,Low,No
P3436,2030-09-02,S19,295,89,5,83,Yes,Low,Yes
P3437,2030-09-03,S5,71,61,11,99,No,High,No
P3438,2030-09-04,S5,295,43,1,82,Yes,High,Yes
P3439,2030-09-05,S20,235,92,2,97,Yes,Medium,No
P3440,2030-09-06,S17,55,37,8,69,Yes,High,No
P3441,2030-09-07,S10,406,63,1,75,Yes,High,Yes
P3442,2030-09-08,S5,359,22,3,70,Yes,Medium,No
P3443,2030-09-09,S4,394,60,2,91,Yes,Low,No
P3444,2030-09-10,S6,109,96,5,65,Yes,Low,No
P3445,2030-09-11,S4,191,61,4,83,Yes,Low,Yes
P3446,2030-09-12,S7,391,100,13,92,No,High,No
P3447,2030-09-13,S7,92,80,7,71,Yes,Medium,Yes
P3448,2030-09-14,S18,349,52,5,86,No,Low,Yes
P3449,2030-09-15,S3,55,46,8,97,No,High,No
P3450,2030-09-16,S1,59,31,4,77,No,Medium,Yes
P3451,2030-09-17,S4,137,78,12,98,No,Low,No
P3452,2030-09-18,S6,38,114,6,72,No,Low,No
P3453,2030-09-19,S9,27,56,4,99,Yes,Medium,No
P3454,2030-09-20,S14,48,46,2,89,No,High,No
P3455,2030-09-21,S12,419,36,1,72,Yes,High,No
P3456,2030-09-22,S20,124,110,14,93,No,Low,Yes
P3457,2030-09-23,S4,12,30,14,95,No,Medium,No
P3458,2030-09-24,S12,479,29,1,89,Yes,High,No
P3459,2030-09-25,S10,35,79,8,84,No,Medium,No
P3460,2030-09-26,S7,100,27,14,61,No,Medium,Yes
P3461,2030-09-27,S3,281,102,4,95,Yes,Low,No
P3462,2030-09-28,S14,85,61,5,77,No,Medium,No
P3463,2030-09-29,S10,3,56,11,64,No,Medium,No
P3464,2030-09-30,S16,222,108,8,78,No,Medium,No
P3465,2030-10-01,S16,337,91,12,77,Yes,High,No
P3466,2030-10-02,S10,447,97,7,91,Yes,Low,No
P3467,2030-10-03,S13,165,35,13,80,No,Low,No
P3468,2030-10-04,S6,382,68,8,69,No,Medium,No
P3469,2030-10-05,S12,343,75,13,96,No,Medium,Yes
P3470,2030-10-06,S9,382,108,8,81,No,High,No
P3471,2030-10-07,S13,375,37,6,72,Yes,Low,No
P3472,2030-10-08,S4,470,89,10,76,No,High,No
P3473,2030-10-09,S11,277,6,2,68,No,Low,No
P3474,2030-10-10,S20,129,22,6,83,No,High,No
P3475,2030-10-11,S18,30,51,14,73,Yes,Medium,Yes
P3476,2030-10-12,S11,374,37,1,67,Yes,High,No
P3477,2030-10-13,S4,10,105,1,96,No,Medium,No
P3478,2030-10-14,S18,475,102,11,78,Yes,Low,No
P3479,2030-10-15,S1,301,88,3,87,No,Low,No
P3480,2030-10-16,S7,95,39,3,89,Yes,Medium,Yes
P3481,2030-10-17,S6,189,55,11,66,Yes,Low,No
P3482,2030-10-18,S15,452,118,13,85,Yes,High,No
P3483,2030-10-19,S18,191,22,5,99,No,Medium,No
P3484,2030-10-20,S11,485,114,1,70,No,Low,No
P3485,2030-10-21,S20,265,92,10,73,No,High,No
P3486,2030-10-22,S15,423,76,6,80,No,High,No
P3487,2030-10-23,S16,127,34,7,67,Yes,Low,No
P3488,2030-10-24,S7,237,48,10,62,Yes,Low,No
P3489,2030-10-25,S10,407,57,12,87,No,High,Yes
P3490,2030-10-26,S12,354,14,13,88,No,Medium,No
P3491,2030-10-27,S14,427,91,11,82,No,Low,No
P3492,2030-10-28,S5,111,56,3,77,No,Low,No
P3493,2030-10-29,S18,315,53,4,94,No,Medium,No
P3494,2030-10-30,S5,445,15,10,72,Yes,Medium,No
P3495,2030-10-31,S3,342,70,11,71,No,Low,No
P3496,2030-11-01,S5,144,62,10,64,Yes,Medium,No
P3497,2030-11-02,S17,64,94,14,98,No,High,No
P3498,2030-11-03,S19,246,40,12,70,No,High,No
P3499,2030-11-04,S19,222,37,10,70,Yes,High,No
P3500,2030-11-05,S12,478,51,14,90,No,Low,No
P3501,2030-11-06,S9,489,17,10,90,Yes,Medium,Yes
P3502,2030-11-07,S1,312,44,10,72,No,High,No
P3503,2030-11-08,S18,438,93,3,73,No,Medium,No
P3504,2030-11-09,S4,105,72,1,84,No,High,No
P3505,2030-11-10,S10,180,46,8,92,No,Medium,No
P3506,2030-11-11,S7,183,23,13,92,Yes,High,No
P3507,2030-11-12,S1,225,86,10,74,No,High,No
P3508,2030-11-13,S17,264,105,10,75,No,High,No
P3509,2030-11-14,S2,277,98,2,97,No,High,Yes
P3510,2030-11-15,S11,396,23,1,65,Yes,High,No
P3511,2030-11-16,S9,88,62,14,84,Yes,High,No
P3512,2030-11-17,S7,175,27,8,74,Yes,High,No
P3513,2030-11-18,S17,17,58,7,63,No,High,No
P3514,2030-11-19,S17,370,84,7,63,Yes,High,No
P3515,2030-11-20,S2,459,69,4,89,No,Medium,No
P3516,2030-11-21,S6,423,16,11,93,No,Medium,No
P3517,2030-11-22,S14,400,28,9,86,No,Low,No
P3518,2030-11-23,S6,398,38,6,90,No,High,No
P3519,2030-11-24,S2,105,57,2,91,Yes,Medium,No
P3520,2030-11-25,S1,270,12,14,98,No,Medium,No
P3521,2030-11-26,S10,462,22,1,68,No,Medium,No
P3522,2030-11-27,S5,318,61,1,67,No,Medium,No
P3523,2030-11-28,S2,166,116,9,73,No,Medium,Yes
P3524,2030-11-29,S16,12,9,4,92,Yes,Medium,No
P3525,2030-11-30,S2,336,30,5,82,No,Low,No
P3526,2030-12-01,S10,31,34,3,80,No,Medium,No
P3527,2030-12-02,S2,392,58,4,71,No,Low,Yes
P3528,2030-12-03,S16,39,17,12,61,Yes,Low,No
P3529,2030-12-04,S16,147,87,8,72,Yes,High,Yes
P3530,2030-12-05,S19,217,33,13,63,No,High,No
P3531,2030-12-06,S7,218,7,4,79,No,High,No
P3532,2030-12-07,S12,468,94,9,73,No,Medium,No
P3533,2030-12-08,S15,81,108,9,89,No,High,No
P3534,2030-12-09,S8,332,62,6,88,No,Medium,No
P3535,2030-12-10,S6,207,80,2,67,Yes,Medium,No
P3536,2030-12-11,S10,200,6,12,71,Yes,High,Yes
P3537,2030-12-12,S3,446,79,10,97,No,High,Yes
P3538,2030-12-13,S19,331,112,11,85,No,Low,No
P3539,2030-12-14,S17,427,32,7,61,No,Low,Yes
P3540,2030-12-15,S7,37,86,9,99,No,Medium,Yes
P3541,2030-12-16,S20,210,81,6,73,No,Medium,No
P3542,2030-12-17,S4,443,105,3,65,No,High,No
P3543,2030-12-18,S14,326,90,14,99,Yes,High,No
P3544,2030-12-19,S20,248,80,7,90,Yes,Low,No
P3545,2030-12-20,S15,226,6,5,76,Yes,High,No
P3546,2030-12-21,S8,47,105,1,84,No,Medium,No
P3547,2030-12-22,S15,17,11,3,91,No,High,No
P3548,2030-12-23,S20,399,30,5,71,Yes,Low,No
P3549,2030-12-24,S14,438,94,7,72,Yes,Medium,No
P3550,2030-12-25,S9,294,92,3,78,No,Low,Yes
P3551,2030-12-26,S8,195,80,6,84,No,Low,No
P3552,2030-12-27,S17,186,20,5,90,No,Medium,Yes
P3553,2030-12-28,S2,344,27,13,96,No,Low,No
P3554,2030-12-29,S3,223,44,1,84,No,High,No
P3555,2030-12-30,S8,317,64,10,75,Yes,High,Yes
P3556,2030-12-31,S12,487,77,6,97,Yes,Low,No
P3557,2031-01-01,S1,396,36,14,82,No,High,No
P3558,2031-01-02,S10,364,19,8,73,No,Low,No
P3559,2031-01-03,S20,336,105,13,65,Yes,High,No
P3560,2031-01-04,S3,496,17,13,84,No,Low,No
P3561,2031-01-05,S6,228,9,1,82,Yes,High,No
P3562,2031-01-06,S7,389,79,2,71,No,Medium,No
P3563,2031-01-07,S20,466,78,14,72,Yes,Medium,Yes
P3564,2031-01-08,S18,76,56,4,95,No,High,No
P3565,2031-01-09,S11,187,81,12,98,Yes,Low,No
P3566,2031-01-10,S19,345,45,2,93,No,High,No
P3567,2031-01-11,S5,269,57,11,65,Yes,Low,Yes
P3568,2031-01-12,S19,94,114,9,97,No,High,No
P3569,2031-01-13,S11,309,54,10,99,No,High,No
P3570,2031-01-14,S12,131,19,8,67,Yes,Medium,No
P3571,2031-01-15,S10,38,110,8,67,Yes,Low,No
P3572,2031-01-16,S8,71,11,4,99,No,Low,No
P3573,2031-01-17,S9,280,44,5,92,No,Low,Yes
P3574,2031-01-18,S4,332,32,4,93,Yes,Low,Yes
P3575,2031-01-19,S5,159,36,13,74,Yes,Low,No
P3576,2031-01-20,S8,186,103,9,95,Yes,Medium,No
P3577,2031-01-21,S9,485,19,13,94,Yes,High,No
P3578,2031-01-22,S15,190,116,2,81,No,Low,No
P3579,2031-01-23,S15,421,104,13,82,No,Low,No
P3580,2031-01-24,S16,119,89,11,99,No,High,No
P3581,2031-01-25,S14,219,74,8,81,No,Medium,Yes
P3582,2031-01-26,S8,52,69,2,64,No,Medium,Yes
P3583,2031-01-27,S18,221,8,1,90,No,Medium,No
P3584,2031-01-28,S10,450,15,10,72,Yes,High,No
P3585,2031-01-29,S20,411,112,3,87,No,High,No
P3586,2031-01-30,S6,130,30,9,79,No,Medium,No
P3587,2031-01-31,S12,236,65,12,92,Yes,Medium,No
P3588,2031-02-01,S2,245,41,3,75,Yes,High,No
P3589,2031-02-02,S7,225,27,9,88,Yes,Medium,No
P3590,2031-02-03,S16,207,97,7,82,Yes,Low,No
P3591,2031-02-04,S3,405,89,13,83,No,High,No
P3592,2031-02-05,S13,95,116,10,93,No,Medium,Yes
P3593,2031-02-06,S3,421,113,1,66,No,Low,No
P3594,2031-02-07,S18,199,113,10,97,Yes,High,No
P3595,2031-02-08,S11,246,117,5,96,No,High,Yes
P3596,2031-02-09,S8,71,95,9,63,Yes,Low,No
P3597,2031-02-10,S6,317,107,12,93,No,High,No
P3598,2031-02-11,S1,184,44,3,81,No,Medium,No
P3599,2031-02-12,S1,5,81,9,64,Yes,High,No
P3600,2031-02-13,S8,205,27,5,82,No,Medium,No
P3601,2031-02-14,S5,31,20,9,74,No,Low,No
P3602,2031-02-15,S16,98,98,10,90,Yes,Low,Yes
P3603,2031-02-16,S11,393,65,6,68,Yes,High,Yes
P3604,2031-02-17,S5,386,72,9,84,No,Low,No
P3605,2031-02-18,S4,255,108,7,84,Yes,Low,No
P3606,2031-02-19,S6,186,84,7,80,No,High,No
P3607,2031-02-20,S14,75,35,8,68,No,Medium,Yes
P3608,2031-02-21,S19,176,57,7,97,Yes,High,No
P3609,2031-02-22,S9,314,110,12,81,Yes,High,Yes
P3610,2031-02-23,S12,286,29,9,82,No,Medium,No
P3611,2031-02-24,S11,348,48,11,63,No,Medium,No
P3612,2031-02-25,S14,254,16,9,88,No,Medium,Yes
P3613,2031-02-26,S16,324,94,6,74,No,High,No
P3614,2031-02-27,S1,189,105,7,60,No,Medium,Yes
P3615,2031-02-28,S13,307,116,2,89,Yes,Low,No
P3616,2031-03-01,S13,344,101,9,88,No,Medium,Yes
P3617,2031-03-02,S2,126,96,12,79,No,Low,No
P3618,2031-03-03,S4,424,13,13,92,No,Medium,No
P3619,2031-03-04,S6,286,16,1,95,No,Low,No
P3620,2031-03-05,S5,253,73,1,81,No,Low,Yes
P3621,2031-03-06,S3,212,58,3,72,No,Low,No
P3622,2031-03-07,S1,249,58,12,66,Yes,Low,No
P3623,2031-03-08,S4,83,32,6,67,No,Low,No
P3624,2031-03-09,S20,486,60,5,87,Yes,Medium,Yes
P3625,2031-03-10,S2,382,103,2,68,Yes,High,No
P3626,2031-03-11,S5,405,73,9,84,No,High,No
P3627,2031-03-12,S3,387,102,14,75,Yes,High,Yes
P3628,2031-03-13,S9,12,114,13,69,No,High,Yes
P3629,2031-03-14,S20,44,102,10,70,No,High,No
P3630,2031-03-15,S6,126,81,14,90,Yes,Low,No
P3631,2031-03-16,S18,425,107,4,71,No,Medium,No
P3632,2031-03-17,S6,113,110,4,90,No,Low,No
P3633,2031-03-18,S19,432,113,5,73,No,Medium,No
P3634,2031-03-19,S12,275,116,8,91,No,Medium,No
P3635,2031-03-20,S11,499,62,10,76,No,Medium,Yes
P3636,2031-03-21,S2,204,82,4,94,Yes,Medium,No
P3637,2031-03-22,S15,336,79,5,60,Yes,High,No
P3638,2031-03-23,S12,437,46,12,88,No,Medium,No
P3639,2031-03-24,S12,419,42,4,63,No,Medium,No
P3640,2031-03-25,S9,480,72,14,82,Yes,High,No
P3641,2031-03-26,S2,384,57,6,87,No,Low,No
P3642,2031-03-27,S3,398,37,12,75,No,Low,No
P3643,2031-03-28,S12,460,75,3,71,No,Low,Yes
P3644,2031-03-29,S16,272,60,8,80,No,Low,Yes
P3645,2031-03-30,S1,407,109,6,76,No,Medium,No
P3646,2031-03-31,S3,57,76,10,99,No,High,No
P3647,2031-04-01,S20,327,105,5,72,No,High,No
P3648,2031-04-02,S2,497,55,13,91,No,Low,No
P3649,2031-04-03,S9,218,78,2,96,No,High,No
P3650,2031-04-04,S19,108,47,10,74,No,Medium,No
P3651,2031-04-05,S15,278,19,10,71,No,Low,No
P3652,2031-04-06,S18,173,42,7,74,Yes,Medium,No
P3653,2031-04-07,S11,327,19,2,93,Yes,Medium,No
P3654,2031-04-08,S16,263,9,1,65,No,Medium,No
P3655,2031-04-09,S17,314,97,7,76,Yes,Medium,No
P3656,2031-04-10,S5,473,87,5,79,Yes,Medium,No
P3657,2031-04-11,S12,110,58,1,68,Yes,Low,Yes
P3658,2031-04-12,S11,186,55,4,64,No,Medium,No
P3659,2031-04-13,S15,268,14,12,82,Yes,Low,Yes
P3660,2031-04-14,S3,422,16,13,92,Yes,High,Yes
P3661,2031-04-15,S1,228,8,4,97,No,Medium,No
P3662,2031-04-16,S20,496,99,10,73,No,Medium,No
P3663,2031-04-17,S16,155,22,7,76,No,High,No
P3664,2031-04-18,S2,472,84,9,78,Yes,Low,No
P3665,2031-04-19,S2,188,108,2,92,No,Medium,No
P3666,2031-04-20,S3,271,40,12,60,No,High,No
P3667,2031-04-21,S8,374,29,14,72,No,High,No
P3668,2031-04-22,S15,1,91,1,86,Yes,Medium,No
P3669,2031-04-23,S7,245,80,2,65,No,Low,No
P3670,2031-04-24,S6,209,102,7,65,No,Low,No
P3671,2031-04-25,S9,400,40,13,92,No,Medium,No
P3672,2031-04-26,S20,285,105,10,89,No,High,Yes
P3673,2031-04-27,S1,358,71,6,94,No,Medium,No
P3674,2031-04-28,S8,12,13,4,82,No,Low,Yes
P3675,2031-04-29,S3,95,65,1,69,No,High,No
P3676,2031-04-30,S4,497,57,13,78,Yes,Medium,No
P3677,2031-05-01,S15,220,22,1,87,No,High,No
P3678,2031-05-02,S6,237,47,5,82,No,Low,Yes
P3679,2031-05-03,S15,93,39,1,63,No,Low,Yes
P3680,2031-05-04,S3,337,67,12,79,Yes,Low,No
P3681,2031-05-05,S14,268,102,7,78,Yes,Medium,Yes
P3682,2031-05-06,S20,170,109,13,86,No,High,No
P3683,2031-05-07,S14,468,82,11,93,No,Medium,No
P3684,2031-05-08,S4,93,8,1,63,No,Medium,No
P3685,2031-05-09,S12,148,97,1,97,No,Medium,No
P3686,2031-05-10,S17,111,45,2,66,Yes,Medium,No
P3687,2031-05-11,S7,54,49,13,66,No,High,No
P3688,2031-05-12,S9,336,54,14,85,No,High,Yes
P3689,2031-05-13,S3,423,83,11,85,No,Medium,No
P3690,2031-05-14,S13,466,32,12,78,Yes,Medium,No
P3691,2031-05-15,S15,115,46,10,68,No,Low,No
P3692,2031-05-16,S18,142,84,3,79,No,Low,Yes
P3693,2031-05-17,S19,200,80,13,75,No,High,Yes
P3694,2031-05-18,S1,179,73,11,76,No,Low,No
P3695,2031-05-19,S6,201,102,1,81,Yes,High,No
P3696,2031-05-20,S2,363,110,9,72,Yes,High,No
P3697,2031-05-21,S14,478,5,10,71,No,High,No
P3698,2031-05-22,S6,52,43,8,69,No,Low,No
P3699,2031-05-23,S14,470,100,5,60,Yes,Low,No
P3700,2031-05-24,S4,383,94,13,91,No,High,No
P3701,2031-05-25,S8,179,21,11,89,No,High,No
P3702,2031-05-26,S3,413,116,2,67,No,Medium,No
P3703,2031-05-27,S19,416,95,5,80,Yes,High,No
P3704,2031-05-28,S14,312,92,6,81,No,High,No
P3705,2031-05-29,S20,307,39,14,77,Yes,Medium,Yes
P3706,2031-05-30,S17,136,50,1,61,Yes,High,No
P3707,2031-05-31,S8,181,46,11,68,Yes,High,Yes
P3708,2031-06-01,S14,366,43,4,62,No,High,Yes
P3709,2031-06-02,S6,0,94,9,85,Yes,Medium,No
P3710,2031-06-03,S16,43,53,2,80,No,Low,No
P3711,2031-06-04,S19,226,66,5,89,No,High,No
P3712,2031-06-05,S14,330,42,1,87,No,Medium,No
P3713,2031-06-06,S19,97,27,4,95,No,High,No
P3714,2031-06-07,S3,207,26,4,85,No,Medium,No
P3715,2031-06-08,S10,264,8,6,93,No,High,No
P3716,2031-06-09,S19,287,53,10,67,No,Medium,No
P3717,2031-06-10,S9,270,63,9,69,No,Low,Yes
P3718,2031-06-11,S20,139,77,3,73,Yes,Low,No
P3719,2031-06-12,S13,480,72,9,99,Yes,Low,No
P3720,2031-06-13,S7,236,75,6,74,No,High,Yes
P3721,2031-06-14,S14,461,91,7,76,No,Medium,No
P3722,2031-06-15,S9,440,6,12,77,No,High,Yes
P3723,2031-06-16,S19,391,53,10,91,No,High,Yes
P3724,2031-06-17,S15,71,92,2,97,No,Medium,No
P3725,2031-06-18,S20,154,108,11,82,No,High,No
P3726,2031-06-19,S14,189,99,10,82,Yes,Medium,No
P3727,2031-06-20,S6,267,115,14,94,No,Medium,No
P3728,2031-06-21,S4,320,35,6,98,No,Low,No
P3729,2031-06-22,S8,106,115,6,74,No,Low,No
P3730,2031-06-23,S17,231,44,2,83,No,Low,No
P3731,2031-06-24,S9,41,52,2,87,No,Medium,Yes
P3732,2031-06-25,S1,189,55,14,75,No,Low,No
P3733,2031-06-26,S20,370,47,2,75,No,Medium,No
P3734,2031-06-27,S14,138,102,10,99,No,High,No
P3735,2031-06-28,S11,102,59,12,98,No,Low,No
P3736,2031-06-29,S3,170,92,1,65,No,Medium,No
P3737,2031-06-30,S9,350,53,5,61,No,Medium,Yes
P3738,2031-07-01,S14,272,94,8,72,Yes,Medium,No
P3739,2031-07-02,S9,480,84,2,68,No,Medium,No
P3740,2031-07-03,S4,415,61,13,93,No,Low,No
P3741,2031-07-04,S4,220,115,5,76,No,Low,No
P3742,2031-07-05,S8,212,81,12,86,No,Low,Yes
P3743,2031-07-06,S2,340,19,8,88,No,Medium,No
P3744,2031-07-07,S9,423,31,10,96,No,High,No
P3745,2031-07-08,S14,406,72,14,81,No,Medium,Yes
P3746,2031-07-09,S9,55,84,5,83,No,High,No
P3747,2031-07-10,S16,389,68,2,66,No,Low,No
P3748,2031-07-11,S17,341,98,3,93,No,Medium,No
P3749,2031-07-12,S16,433,112,6,71,No,Medium,No
P3750,2031-07-13,S12,101,34,11,82,No,Low,No
P3751,2031-07-14,S3,420,40,11,74,No,Medium,Yes
P3752,2031-07-15,S11,492,71,5,92,No,High,No
P3753,2031-07-16,S14,191,90,11,72,Yes,High,Yes
P3754,2031-07-17,S18,498,117,4,82,Yes,High,Yes
P3755,2031-07-18,S5,309,90,4,97,Yes,Medium,No
P3756,2031-07-19,S16,199,118,5,91,No,Medium,No
P3757,2031-07-20,S20,232,118,2,94,Yes,High,No
P3758,2031-07-21,S5,432,53,9,60,Yes,Medium,No
P3759,2031-07-22,S3,226,80,2,64,Yes,High,No
P3760,2031-07-23,S12,370,59,10,72,No,Low,No
P3761,2031-07-24,S1,138,89,2,64,Yes,High,No
P3762,2031-07-25,S9,343,60,10,91,No,Low,No
P3763,2031-07-26,S9,304,72,14,80,Yes,Low,No
